X,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,start_x,school
45,male,group C,associate's degree,free/reduced,completed,single,never,no,4,school_bus,10-May,60,64,56,0,24
47,male,group A,some college,free/reduced,none,divorced,regularly,yes,1,private,10-May,65,74,68,0,24
48,female,NA,some college,standard,none,single,regularly,no,NA,school_bus,< 5,74,89,88,0,24
49,male,group E,associate's degree,standard,none,married,sometimes,no,1,school_bus,> 10,81,79,78,0,24
50,female,group C,associate's degree,standard,none,single,sometimes,yes,0,school_bus,> 10,82,79,82,0,24
51,female,group B,associate's degree,standard,none,single,never,yes,2,school_bus,10-May,47,50,50,0,24
52,male,group C,high school,free/reduced,none,divorced,regularly,yes,2,school_bus,10-May,38,37,29,0,24
53,male,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,10-May,73,70,62,0,24
54,male,group C,some high school,standard,none,divorced,regularly,yes,NA,school_bus,NA,76,61,54,0,24
55,female,group E,associate's degree,standard,NA,married,regularly,yes,NA,private,< 5,81,87,91,0,24
56,female,group E,NA,standard,completed,divorced,regularly,yes,1,school_bus,> 10,84,90,89,0,24
58,female,group D,some college,free/reduced,none,single,regularly,yes,1,school_bus,10-May,50,54,56,0,24
59,male,group C,some high school,free/reduced,none,married,regularly,yes,4,school_bus,10-May,48,52,46,0,24
60,female,group C,some college,free/reduced,completed,married,sometimes,no,3,school_bus,> 10,70,86,86,0,24
61,male,group D,high school,free/reduced,NA,married,sometimes,yes,0,school_bus,NA,27,31,23,0,24
62,female,group B,associate's degree,standard,none,single,regularly,yes,5,private,< 5,76,75,82,0,24
63,male,group C,high school,free/reduced,completed,married,regularly,yes,2,private,10-May,57,53,53,0,24
64,female,group A,bachelor's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,< 5,56,77,76,0,24
65,female,group E,some college,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,76,76,75,0,24
66,male,group E,NA,free/reduced,completed,single,regularly,yes,1,school_bus,< 5,41,37,35,0,24
67,male,group A,bachelor's degree,standard,none,married,regularly,yes,2,private,10-May,65,71,67,0,24
68,male,group C,master's degree,standard,completed,divorced,never,yes,5,school_bus,10-May,92,83,87,0,24
69,female,group C,high school,free/reduced,completed,single,sometimes,no,1,private,10-May,60,73,68,0,24
70,male,group D,some college,standard,completed,divorced,regularly,yes,3,private,> 10,46,54,55,0,24
71,male,group B,high school,standard,none,NA,sometimes,yes,0,school_bus,NA,80,75,72,0,24
72,female,group D,NA,free/reduced,none,married,regularly,yes,3,school_bus,10-May,48,50,59,0,24
73,female,NA,some college,standard,none,married,never,yes,2,school_bus,> 10,71,76,68,0,24
74,female,group D,associate's degree,standard,none,divorced,sometimes,yes,1,school_bus,> 10,77,84,89,0,24
75,female,group C,high school,standard,NA,single,sometimes,no,1,school_bus,> 10,67,70,72,0,24
76,female,group D,some college,standard,none,divorced,regularly,yes,1,school_bus,10-May,77,93,88,0,24
77,male,group C,associate's degree,standard,none,divorced,regularly,yes,7,private,10-May,58,50,50,0,24
78,male,group B,some high school,standard,none,single,sometimes,yes,1,private,> 10,65,69,61,0,24
80,female,group D,some college,standard,none,married,sometimes,yes,0,school_bus,10-May,78,94,96,0,24
81,male,group A,some college,standard,completed,married,sometimes,no,1,private,> 10,57,60,61,0,24
82,male,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,0,private,< 5,74,75,68,0,24
83,male,group D,high school,standard,none,single,sometimes,no,2,private,< 5,60,51,52,0,24
85,female,group E,some college,free/reduced,none,married,sometimes,no,2,school_bus,10-May,53,57,64,0,24
86,female,group D,some high school,free/reduced,completed,single,regularly,no,1,private,10-May,33,50,54,0,24
87,female,NA,bachelor's degree,standard,completed,married,regularly,yes,0,private,10-May,79,89,97,0,24
88,male,group C,some high school,standard,none,divorced,regularly,yes,0,school_bus,> 10,64,55,56,0,24
89,female,group C,some high school,free/reduced,none,divorced,regularly,yes,3,private,< 5,58,69,65,0,24
90,male,group C,master's degree,free/reduced,none,married,sometimes,NA,3,school_bus,> 10,58,65,62,0,24
91,male,group B,some college,standard,none,married,regularly,yes,2,private,< 5,82,74,76,0,24
92,female,group C,some high school,standard,completed,married,never,no,3,private,10-May,66,72,76,0,24
93,female,group A,some college,standard,completed,single,sometimes,no,1,private,NA,64,73,78,0,24
94,male,group E,associate's degree,free/reduced,NA,married,sometimes,no,4,private,10-May,82,78,71,0,24
95,male,group D,some high school,standard,none,single,sometimes,yes,1,school_bus,> 10,61,56,57,0,24
96,female,group C,bachelor's degree,standard,completed,NA,sometimes,yes,0,school_bus,10-May,78,92,92,0,24
97,female,group C,NA,standard,none,single,sometimes,yes,0,school_bus,10-May,52,51,56,0,24
98,female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,NA,school_bus,10-May,75,88,89,0,24
99,male,group E,high school,free/reduced,none,married,never,yes,1,school_bus,10-May,44,45,34,0,24
100,male,group D,some college,standard,completed,NA,NA,no,3,private,10-May,83,88,84,0,24
101,male,NA,associate's degree,standard,completed,divorced,regularly,yes,3,school_bus,< 5,91,83,88,0,24
102,male,NA,associate's degree,standard,NA,married,NA,yes,0,school_bus,10-May,65,54,52,0,24
103,female,group C,some high school,standard,none,single,regularly,yes,3,school_bus,10-May,58,66,70,0,24
104,female,group A,associate's degree,free/reduced,none,married,never,no,3,school_bus,10-May,56,62,59,0,24
105,male,group E,some college,free/reduced,NA,widowed,sometimes,no,1,school_bus,< 5,64,63,51,0,24
106,male,NA,some high school,standard,completed,married,sometimes,yes,1,school_bus,10-May,84,75,80,0,24
107,male,group B,master's degree,free/reduced,none,single,sometimes,yes,4,school_bus,10-May,69,75,69,0,24
108,female,group E,associate's degree,standard,none,divorced,regularly,no,1,school_bus,10-May,64,57,64,0,24
109,female,group D,high school,standard,none,single,sometimes,yes,3,private,10-May,63,78,79,0,24
110,female,group E,NA,free/reduced,none,married,sometimes,yes,1,private,> 10,62,69,62,0,24
111,female,group D,some college,free/reduced,completed,married,never,yes,5,private,10-May,62,78,81,0,24
112,male,group B,high school,free/reduced,completed,married,regularly,yes,2,school_bus,10-May,69,66,56,0,24
113,female,group D,NA,standard,none,married,never,yes,1,private,< 5,74,83,81,0,24
114,male,group C,high school,standard,none,divorced,regularly,no,NA,NA,10-May,56,50,56,0,24
115,female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1,school_bus,10-May,57,80,73,0,24
116,female,group C,high school,free/reduced,none,married,sometimes,no,2,NA,< 5,44,62,53,0,24
117,male,group B,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,56,50,46,0,24
118,male,group D,some high school,standard,none,married,regularly,no,3,private,< 5,52,51,54,0,24
119,female,group D,some high school,free/reduced,none,married,sometimes,yes,5,school_bus,< 5,45,54,54,0,24
120,female,group D,bachelor's degree,standard,none,single,regularly,yes,0,school_bus,> 10,50,57,58,0,24
121,female,group C,associate's degree,standard,none,divorced,sometimes,no,3,NA,< 5,67,79,82,0,24
122,male,group D,high school,free/reduced,completed,married,never,no,1,school_bus,10-May,62,72,73,0,24
123,male,NA,high school,standard,none,married,sometimes,no,1,private,10-May,64,66,62,0,24
124,female,group E,some high school,free/reduced,none,married,regularly,NA,2,private,10-May,59,55,59,0,24
125,male,group E,master's degree,free/reduced,none,married,sometimes,yes,2,NA,< 5,77,77,74,0,24
126,male,group C,some high school,standard,none,single,regularly,yes,3,school_bus,< 5,60,52,51,0,24
127,female,group B,master's degree,standard,NA,married,sometimes,NA,0,private,10-May,87,91,91,0,24
128,male,group D,master's degree,standard,none,single,sometimes,yes,NA,private,10-May,91,83,85,0,24
129,male,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,private,10-May,87,82,85,0,24
130,male,group C,high school,standard,none,divorced,regularly,yes,3,private,< 5,77,69,69,0,24
131,female,group B,some college,standard,none,divorced,regularly,yes,3,school_bus,> 10,74,67,74,0,24
133,male,group A,high school,standard,none,married,sometimes,no,2,private,10-May,68,61,53,0,24
134,male,group E,some college,free/reduced,completed,married,sometimes,NA,3,school_bus,10-May,65,54,55,0,24
135,female,group D,high school,free/reduced,none,single,never,yes,3,school_bus,10-May,35,50,45,0,24
136,female,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,3,school_bus,10-May,56,65,62,0,24
137,male,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,10-May,77,78,69,0,24
138,male,group D,associate's degree,standard,none,married,regularly,yes,1,school_bus,> 10,93,82,90,0,24
139,female,group D,NA,standard,completed,married,sometimes,yes,0,school_bus,> 10,72,75,85,0,24
140,male,group D,bachelor's degree,free/reduced,none,married,never,no,5,private,10-May,64,69,66,0,24
141,male,NA,some college,standard,none,single,sometimes,yes,0,school_bus,< 5,69,61,57,0,24
142,male,group C,associate's degree,standard,completed,single,regularly,NA,3,private,< 5,84,68,72,0,24
143,male,group C,some college,standard,none,married,sometimes,no,4,school_bus,< 5,61,64,54,0,24
144,male,group D,associate's degree,standard,none,married,sometimes,no,1,school_bus,< 5,97,86,85,0,24
145,male,group C,some college,standard,none,married,regularly,yes,5,private,10-May,94,80,82,0,24
146,female,group C,associate's degree,standard,none,married,regularly,yes,0,private,10-May,61,76,73,0,24
147,female,group C,bachelor's degree,standard,none,married,sometimes,no,2,school_bus,< 5,52,55,58,0,24
148,male,group D,bachelor's degree,free/reduced,none,married,never,yes,3,school_bus,10-May,61,68,64,0,24
149,female,group C,some college,standard,none,divorced,regularly,no,3,school_bus,< 5,78,68,73,0,24
150,female,group B,associate's degree,standard,none,married,sometimes,yes,1,private,10-May,57,66,68,0,24
151,female,NA,NA,standard,none,married,sometimes,no,1,private,10-May,57,74,72,0,24
153,male,group D,high school,free/reduced,none,divorced,regularly,no,3,NA,NA,73,66,63,0,24
154,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,NA,school_bus,> 10,54,37,40,0,24
155,male,group E,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,10-May,75,63,56,0,24
156,female,group D,some college,standard,completed,single,sometimes,no,4,school_bus,10-May,59,74,73,0,24
157,male,group D,associate's degree,standard,none,married,regularly,yes,1,school_bus,10-May,99,86,86,0,24
158,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,10-May,61,58,58,0,24
159,female,group B,high school,standard,completed,married,regularly,yes,1,school_bus,10-May,49,48,56,0,24
160,male,group A,master's degree,standard,none,single,sometimes,no,2,private,< 5,57,60,53,0,24
161,male,group A,associate's degree,standard,none,married,sometimes,no,3,school_bus,10-May,64,53,53,0,24
162,female,group A,bachelor's degree,standard,completed,married,regularly,no,3,private,> 10,75,89,88,0,24
163,male,group C,some college,free/reduced,completed,married,regularly,yes,1,private,10-May,52,60,61,0,24
164,female,group B,some high school,standard,none,married,sometimes,yes,4,private,10-May,60,62,63,0,24
165,male,group E,some high school,standard,none,married,sometimes,yes,0,private,< 5,88,79,75,0,24
167,female,group C,high school,standard,none,married,never,no,2,private,> 10,49,52,53,0,24
168,female,group E,high school,free/reduced,completed,married,sometimes,no,NA,school_bus,< 5,61,78,77,0,24
169,female,group C,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,10-May,95,100,100,0,24
170,female,group C,some college,standard,completed,married,sometimes,yes,4,private,10-May,64,69,77,0,24
171,female,group D,some college,free/reduced,none,married,sometimes,no,4,private,NA,37,45,44,0,24
172,male,group C,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,54,52,43,0,24
175,male,group D,associate's degree,standard,none,married,regularly,yes,1,private,> 10,71,69,69,0,24
176,female,group C,high school,standard,completed,divorced,sometimes,yes,3,private,10-May,86,98,96,0,24
177,male,group D,high school,standard,none,married,regularly,yes,0,NA,> 10,91,81,84,0,24
178,female,group D,associate's degree,free/reduced,completed,married,sometimes,no,NA,private,> 10,56,82,81,0,24
179,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2,NA,10-May,79,73,68,0,24
180,male,group B,associate's degree,standard,none,divorced,sometimes,yes,3,school_bus,< 5,74,65,66,0,24
181,female,group D,some college,standard,none,married,regularly,yes,NA,private,10-May,74,78,84,0,24
182,male,group B,associate's degree,standard,none,single,regularly,no,1,private,10-May,83,82,78,0,24
183,male,group C,bachelor's degree,standard,NA,single,never,yes,3,NA,< 5,81,72,75,0,24
184,male,group C,some college,standard,none,single,sometimes,yes,1,private,10-May,82,76,74,0,24
185,female,group B,master's degree,free/reduced,none,married,regularly,yes,2,private,< 5,52,62,58,0,24
186,male,group B,associate's degree,standard,none,married,regularly,yes,3,private,< 5,95,82,73,0,24
187,male,group D,some college,standard,completed,married,sometimes,yes,NA,school_bus,< 5,93,94,91,0,24
188,male,group D,high school,standard,completed,married,regularly,no,2,NA,10-May,67,57,66,0,24
189,male,NA,high school,free/reduced,none,single,NA,yes,1,private,> 10,32,38,35,0,24
190,male,group E,associate's degree,free/reduced,completed,married,sometimes,yes,1,private,10-May,70,71,67,0,24
191,male,group C,some high school,free/reduced,none,divorced,never,yes,4,school_bus,10-May,42,33,36,0,24
192,female,group E,associate's degree,standard,completed,single,regularly,no,NA,school_bus,10-May,62,66,76,0,24
193,female,group D,high school,standard,completed,divorced,sometimes,yes,2,school_bus,< 5,88,84,91,0,24
194,female,group D,master's degree,standard,none,divorced,sometimes,no,2,school_bus,> 10,100,100,100,0,24
195,male,NA,high school,free/reduced,NA,divorced,never,no,4,private,10-May,55,62,58,0,24
197,female,group C,some high school,standard,completed,single,regularly,yes,5,private,< 5,67,81,83,0,24
198,male,group C,high school,free/reduced,none,married,sometimes,no,1,private,< 5,50,57,49,0,24
199,male,group E,some college,standard,none,married,sometimes,yes,0,school_bus,10-May,86,83,79,0,24
200,male,group D,high school,standard,completed,single,regularly,no,1,school_bus,10-May,75,70,75,0,24
201,female,NA,associate's degree,standard,completed,NA,regularly,yes,2,school_bus,< 5,76,82,80,0,24
202,male,group B,NA,standard,completed,married,regularly,yes,1,private,10-May,100,100,93,0,24
203,female,group D,high school,standard,none,widowed,regularly,no,2,school_bus,10-May,55,56,61,0,24
204,male,group D,high school,free/reduced,none,married,regularly,yes,5,private,10-May,71,65,56,0,24
205,male,group C,some college,free/reduced,none,single,regularly,yes,1,NA,10-May,83,81,71,0,24
